subject,verb,0
i,have,1318
i,want,1210
i,go,1076
i,do,650
i,get,586
i,like,462
i,start,377
i,tell,326
i,think,316
i,try,302
i,take,281
i,know,274
i,love,271
i,see,259
i,say,251
i,make,237
he,have,232
i,show,232
i,use,226
i,put,213
i,ask,210
i,find,197
i,give,189
i,call,167
i,need,141
i,saw,132
he,say,132
i,write,130
i,mean,118
he,do,111
i,learn,109
i,spend,107
i,meet,103
i,decide,100
she,have,94
he,get,90
i,remember,81
i,hear,79
he,go,78
he,take,78
i,believe,74
i,begin,73
he,want,71
he,make,67
i,build,63
i,look,63
i,read,62
he,tell,58
i,understand,57
i,bring,56
i,leave,56
he,put,54
i,buy,54
i,realize,51
i,come,51
i,keep,51
i,turn,49
he,write,48
she,say,47
i,play,44
he,start,42
she,do,41
i,feel,41
he,give,39
i,pick,39
i,study,39
i,watch,39
i,create,36
i,work,35
i,hope,35
he,find,34
i,choose,34
she,go,34
i,lose,33
he,ask,33
i,move,32
she,want,32
i,walk,32
i,teach,32
i,end,31
he,call,31
i,add,30
i,felt,30
i,set,30
i,mention,30
i,send,29
i,expect,29
i,share,28
i,forget,28
i,change,28
i,develop,28
i,run,27
i,talk,27
he,know,27
i,explain,26
i,open,26
i,design,25
he,use,25
i,invite,25
i,pay,25
i,hate,25
i,describe,24
she,get,24
he,turn,24
she,take,23
he,try,23
i,thank,23
i,stop,22
i,suppose,22
i,imagine,22
i,offer,21
i,draw,21
she,give,21
i,drive,21
he,see,21
he,lose,21
i,experience,20
i,figure,20
i,pull,20
i,grow,20
i,hold,20
i,live,20
he,saw,20
i,throw,20
she,tell,20
i,wish,20
he,bring,20
i,become,19
i,finish,19
i,sit,19
he,come,19
i,miss,19
i,let,19
she,find,19
i,help,18
i,notice,18
i,wear,18
i,receive,18
i,be,18
i,encourage,18
i,join,17
he,look,17
he,build,17
she,start,17
i,happen,17
i,enjoy,17
i,cut,17
i,follow,16
i,consider,16
i,cover,16
i,touch,16
i,discover,16
he,keep,16
she,make,16
he,pull,16
i,promise,16
i,sell,15
i,hat,15
she,try,15
he,show,15
i,visit,15
i,invent,14
i,speak,14
i,manage,14
i,close,14
he,like,14
i,hire,14
i,raise,14
i,'s,14
i,gon,14
i,appreciate,14
i,fly,13
i,witness,13
i,catch,13
i,hit,13
i,remind,12
he,begin,12
i,eat,12
i,hop,12
he,understand,12
i,shoot,12
i,present,12
i,save,12
she,bring,11
he,hear,11
i,quit,11
he,spend,11
he,need,11
i,approach,11
he,leave,11
he,decide,11
i,lead,11
i,stick,11
i,wait,11
he,read,11
she,use,11
i,record,10
i,solve,10
i,paint,10
i,place,10
i,drop,10
i,carry,10
he,think,10
he,send,10
i,recommend,10
i,blow,10
he,teach,10
she,know,10
he,design,10
i,photograph,10
she,see,9
i,suspect,9
i,force,9
i,check,9
i,convince,9
he,play,9
i,plan,9
i,collect,9
he,describe,9
i,propose,9
he,mean,9
i,stand,9
i,pass,9
i,organize,9
i,push,9
she,saw,9
i,win,9
i,found,9
i,allow,9
he,speak,9
i,type,9
i,wake,9
i,grab,8
she,come,8
he,shoot,8
i,struggle,8
i,suggest,8
he,learn,8
i,measure,8
she,stop,8
i,fill,8
he,hold,8
i,guess,8
i,prefer,8
i,argue,8
she,ask,8
he,open,8
he,kill,8
he,run,8
he,grab,8
he,propose,8
she,read,7
i,fight,7
he,pick,7
he,draw,7
he,develop,7
i,guarantee,7
i,roll,7
he,throw,7
he,invent,7
she,leave,7
he,sit,7
i,post,7
he,create,7
i,continue,7
i,test,7
i,apply,7
i,not,7
i,name,7
i,quote,7
i,accept,7
i,urge,7
i,recognize,7
i,treat,7
i,capture,7
i,introduce,7
he,live,7
i,ignore,7
i,intend,7
i,interview,7
i,explore,7
he,work,7
i,split,7
i,admire,6
i,break,6
he,win,6
i,demonstrate,6
he,talk,6
i,count,6
i,afford,6
he,reach,6
i,answer,6
i,dig,6
i,attempt,6
i,challenge,6
he,point,6
he,wear,6
she,write,6
i,repeat,6
he,meet,6
he,explain,6
i,own,6
i,research,6
i,return,6
i,n't,6
i,mix,6
i,shift,6
i,kill,6
he,invite,6
i,practice,6
i,wonder,6
she,call,6
i,inspire,6
he,be,6
he,become,6
she,eat,6
i,forgive,6
i,fell,6
she,lose,5
he,touch,5
i,serve,5
i,ride,5
she,look,5
he,walk,5
she,put,5
he,die,5
she,reach,5
she,sit,5
i,press,5
he,feel,5
he,figure,5
i,assure,5
i,strike,5
i,step,5
he,cover,5
i,adore,5
he,seem,5
he,sell,5
she,like,5
i,tend,5
he,set,5
i,travel,5
i,abandon,5
i,trust,5
he,change,5
she,build,5
i,predict,5
i,fascinate,5
i,pose,5
i,enter,5
i,jump,5
i,plant,5
i,download,5
i,light,5
i,drink,5
he,stop,5
he,love,5
i,marry,5
i,email,5
i,form,5
i,hand,5
he,realize,5
i,film,5
i,fire,5
i,paste,5
i,pitch,5
she,run,4
i,dream,4
i,impose,4
i,drag,4
i,translate,4
i,fix,4
i,tilt,4
i,dial,4
i,expose,4
she,work,4
i,knock,4
i,instal,4
i,warn,4
i,flip,4
i,wind,4
i,heat,4
she,begin,4
she,blow,4
she,raise,4
i,switch,4
i,graduate,4
i,embrace,4
i,gather,4
she,love,4
i,tap,4
i,strive,4
i,aim,4
i,refuse,4
i,observe,4
i,cook,4
i,browse,4
i,represent,4
i,fail,4
i,reject,4
i,care,4
i,ring,4
i,reach,4
i,publish,4
i,produce,4
i,click,4
i,climb,4
i,control,4
i,bet,4
i,rotate,4
i,launch,4
i,sleep,4
i,support,4
i,lift,4
i,deliver,4
i,steal,4
i,stay,4
i,sneak,4
i,arrange,4
i,beg,4
i,define,4
i,list,4
i,bang,4
i,bear,4
i,beat,4
i,scan,4
he,summon,4
he,'s,4
he,add,4
he,answer,4
he,order,4
he,drive,4
he,pay,4
he,imagine,4
he,place,4
he,agree,4
he,break,4
he,introduce,4
he,enter,4
he,beat,4
he,save,4
he,publish,4
he,push,4
he,believe,4
he,intend,4
he,experience,4
he,mention,4
he,move,4
he,felt,4
he,eat,4
he,lead,4
i,construct,3
i,combine,3
he,fly,3
i,shake,3
i,complete,3
she,enter,3
he,graduate,3
i,back,3
i,conduct,3
i,connect,3
she,live,3
he,land,3
she,mean,3
i,attend,3
he,receive,3
she,pick,3
i,multiply,3
she,decide,3
i,criticize,3
i,pop,3
she,play,3
she,meet,3
i,order,3
she,lower,3
i,blame,3
i,bless,3
i,perceive,3
i,bore,3
i,persuade,3
i,breathe,3
i,scream,3
i,phone,3
i,burn,3
she,keep,3
he,remind,3
i,caricature,3
i,cast,3
i,simplify,3
he,release,3
i,cease,3
she,hold,3
she,help,3
i,seek,3
i,seem,3
i,overhear,3
he,fund,3
he,care,3
he,hit,3
i,sing,3
i,train,3
i,fear,3
i,view,3
he,pass,3
i,fetch,3
he,paint,3
i,kick,3
i,focus,3
i,triple,3
he,close,3
i,gain,3
i,trace,3
i,waste,3
i,stroke,3
i,tempt,3
i,head,3
i,submit,3
i,highlight,3
i,honor,3
i,swear,3
i,inflate,3
i,include,3
i,illustrate,3
i,face,3
he,carry,3
i,dare,3
he,practice,3
i,date,3
i,ski,3
he,prove,3
i,dip,3
i,slow,3
she,be,3
i,divide,3
he,present,3
i,manipulate,3
she,answer,3
he,postulate,3
i,weave,3
i,earn,3
i,sort,3
i,lock,3
i,spare,3
i,listen,3
i,speed,3
he,include,3
he,buy,3
i,spread,3
i,weigh,3
he,fire,3
she,drop,3
i,presume,3
he,train,3
she,show,3
he,appeal,3
i,regret,3
i,preach,3
he,escape,3
i,rent,3
i,prime,3
i,report,3
i,prove,3
she,turn,3
i,affect,3
he,drink,3
i,admit,3
i,adopt,3
he,suffer,3
he,steal,3
i,regard,3
he,sue,3
he,spin,3
i,pour,3
i,request,3
i,announce,3
he,end,3
she,teach,3
she,think,3
she,wear,3
he,threaten,2
he,tighten,2
she,acknowledge,2
i,resemble,2
he,pop,2
i,wave,2
i,edit,2
i,drill,2
he,catalog,2
i,dress,2
he,type,2
he,treat,2
he,phone,2
i,eliminate,2
she,study,2
he,deliver,2
i,recall,2
she,suppose,2
i,whip,2
i,encounter,2
i,envision,2
i,snap,2
i,line,2
he,improvise,2
he,calculate,2
i,worship,2
i,rebuild,2
he,finish,2
she,stand,2
i,donate,2
he,proceed,2
i,devote,2
he,hire,2
i,destroy,2
i,desire,2
i,memorize,2
he,protect,2
i,deny,2
he,help,2
i,delight,2
i,mentor,2
she,catch,2
he,wait,2
i,defend,2
i,dedicate,2
she,challenge,2
i,milk,2
she,book,2
she,pull,2
he,destroy,2
he,view,2
she,stab,2
i,lean,2
he,vary,2
i,dive,2
she,assemble,2
i,distract,2
i,smile,2
i,discuss,2
i,din,2
she,bear,2
i,discount,2
she,become,2
he,visit,2
i,master,2
i,slice,2
i,disable,2
i,expand,2
i,videotape,2
he,catch,2
he,master,2
he,lift,2
i,team,2
he,step,2
he,manage,2
he,mark,2
he,marvel,2
i,hang,2
i,text,2
he,perform,2
he,supply,2
i,texted,2
i,instruct,2
i,grasp,2
she,volunteer,2
he,jump,2
i,toss,2
he,control,2
i,taste,2
i,hide,2
he,let,2
he,laugh,2
he,accept,2
i,surround,2
i,identify,2
i,relate,2
i,hurt,2
i,hunch,2
i,swap,2
i,remove,2
he,lay,2
i,influence,2
i,swim,2
he,leap,2
i,sum,2
he,cross,2
he,motivate,2
i,tour,2
i,register,2
i,juxtapose,2
i,update,2
he,check,2
i,fit,2
he,offer,2
i,value,2
he,own,2
he,pair,2
i,debate,2
she,throw,2
he,thank,2
he,endorse,2
i,land,2
i,wander,2
i,wanna,2
i,lay,2
he,notice,2
i,justify,2
i,track,2
i,fool,2
i,trade,2
he,issue,2
i,transform,2
i,generate,2
i,transmit,2
he,emphasize,2
i,fuck,2
he,climb,2
i,involve,2
i,free,2
he,murder,2
i,replay,2
i,tuck,2
he,circle,2
i,judge,2
he,smile,2
i,die,2
i,improve,2
i,award,2
i,cherish,2
i,bite,2
i,pronounce,2
i,prepare,2
i,claim,2
he,refuse,2
he,refine,2
i,abed,2
i,belong,2
he,respond,2
he,share,2
she,save,2
i,cofounded,2
she,march,2
i,coin,2
she,follow,2
she,marry,2
she,film,2
he,discover,2
he,reveal,2
i,pile,2
i,reverse,2
i,compare,2
i,salute,2
i,complain,2
i,provide,2
she,need,2
she,hand,2
she,hat,2
i,perform,2
i,pastor,2
i,calculate,2
she,join,2
he,shake,2
she,invent,2
he,remove,2
i,achieve,2
i,accumulate,2
he,serve,2
he,form,2
i,pan,2
i,print,2
he,fake,2
i,bruise,2
i,cheat,2
i,project,2
he,reprogramming,2
she,hop,2
i,abuse,2
i,schedule,2
i,scatter,2
i,bother,2
i,borrow,2
i,chase,2
i,deal,2
i,scare,2
i,block,2
i,alter,2
he,approach,2
i,avoid,2
i,assume,2
i,reveal,2
i,narrate,2
i,attach,2
i,nail,2
i,cool,2
he,hang,2
she,describe,2
i,punch,2
i,shut,2
he,quote,2
i,crack,2
he,roll,2
she,create,2
he,happen,2
i,pursue,2
he,recite,2
i,assign,2
she,cook,2
i,mourn,2
i,sign,2
i,crunch,2
he,drop,2
i,assemble,2
i,point,2
i,pray,2
she,plan,2
he,watch,2
he,expect,2
she,clear,2
she,speak,2
she,set,2
i,paralyze,2
he,flip,2
i,plug,2
he,recognize,2
she,send,2
i,conclude,2
he,dig,2
she,offer,2
she,sell,2
he,face,2
i,conceive,2
i,narrow,2
she,seem,2
i,congratulate,2
he,assault,2
i,suffer,1
he,download,1
i,subscribe,1
i,scramble,1
i,sail,1
i,strap,1
i,risk,1
i,scour,1
he,earn,1
i,suck,1
i,round,1
i,store,1
i,ruin,1
i,screen,1
i,rt,1
he,crash,1
i,strain,1
i,score,1
he,cut,1
i,stretch,1
i,render,1
he,cruise,1
he,cup,1
he,dream,1
i,strip,1
i,rip,1
he,drain,1
he,document,1
he,crown,1
i,rule,1
he,donate,1
he,doubt,1
i,summon,1
i,stumble,1
i,stylize,1
he,drag,1
i,repay,1
i,supervise,1
i,scar,1
he,cure,1
i,size,1
he,dandle,1
i,sophiline,1
he,disclose,1
i,shelve,1
i,resent,1
he,deride,1
i,solicit,1
i,solidify,1
he,democratize,1
i,shed,1
i,smuggle,1
i,shazam,1
he,discourage,1
he,drown,1
i,sew,1
he,demand,1
i,specialize,1
he,discuss,1
i,resist,1
i,smoke,1
i,sequence,1
i,restore,1
i,rethink,1
i,skip,1
i,skype,1
he,detail,1
i,sip,1
i,sink,1
i,retrieve,1
i,slag,1
i,respect,1
i,slam,1
i,respond,1
i,slap,1
he,devise,1
i,revere,1
i,smite,1
i,shiver,1
i,spell,1
i,rescale,1
he,date,1
he,dunk,1
i,star,1
i,rid,1
i,secret,1
i,repurposed,1
i,reproduce,1
he,debunk,1
i,search,1
i,state,1
i,staple,1
i,seal,1
he,deal,1
he,daunt,1
i,scurry,1
i,reply,1
i,steer,1
i,screenshotted,1
i,secure,1
i,seduce,1
i,separate,1
i,squash,1
i,require,1
he,dedicate,1
i,spy,1
i,sense,1
i,squander,1
he,disobey,1
i,square,1
he,ditch,1
i,stack,1
i,select,1
i,squint,1
i,seize,1
i,rewind,1
he,divide,1
i,stab,1
i,stabilize,1
he,decrease,1
he,stir,1
he,cram,1
she,open,1
she,lift,1
she,light,1
he,avoid,1
he,attend,1
he,attack,1
he,assure,1
he,assume,1
she,manage,1
she,manufacture,1
she,mind,1
she,miss,1
she,move,1
she,notice,1
she,organize,1
she,felt,1
she,paint,1
she,park,1
she,pay,1
she,perform,1
she,pied,1
she,plead,1
she,prep,1
she,program,1
she,purchase,1
she,push,1
he,assemble,1
she,radiate,1
she,re,1
she,let,1
he,await,1
she,learn,1
she,lean,1
she,flip,1
she,forbid,1
she,forgive,1
she,form,1
she,found,1
she,fund,1
he,banish,1
he,bang,1
he,balance,1
she,grab,1
she,graduate,1
she,graze,1
she,hallucinate,1
he,badmouth,1
she,hear,1
she,hit,1
she,ignore,1
she,imitate,1
she,incarnate,1
she,inject,1
she,interact,1
she,kidnap,1
she,kill,1
she,knight,1
he,back,1
she,launch,1
she,lay,1
he,arrest,1
she,receive,1
she,recognize,1
she,squirt,1
he,allege,1
she,step,1
she,stretch,1
she,subject,1
she,suggest,1
she,surround,1
he,advertise,1
she,talk,1
she,tend,1
she,tickle,1
she,torture,1
she,train,1
she,transgress,1
she,transition,1
she,translate,1
she,trust,1
he,accuse,1
she,tweet,1
she,understand,1
he,accomplish,1
she,vacuum,1
she,vomit,1
she,walk,1
he,accompany,1
she,wash,1
she,wave,1
she,wed,1
she,stalk,1
she,squint,1
she,regrew,1
she,squeeze,1
she,reinterpret,1
she,relax,1
she,release,1
she,remember,1
she,replace,1
she,request,1
she,rewrite,1
she,risk,1
she,roll,1
she,root,1
he,apply,1
she,sample,1
she,secrete,1
she,secure,1
he,analyze,1
she,seek,1
she,serve,1
she,shake,1
she,shape,1
she,shut,1
she,sign,1
she,sing,1
he,allow,1
she,sort,1
she,spend,1
she,sprain,1
she,spread,1
he,bat,1
she,fell,1
i,surf,1
he,channel,1
i,uncover,1
he,chill,1
i,undo,1
i,unfold,1
i,unlock,1
i,upload,1
he,chew,1
i,utilize,1
i,utter,1
i,verify,1
i,violate,1
he,charge,1
i,visualize,1
he,challenge,1
she,face,1
he,chain,1
he,certify,1
i,warm,1
i,warrant,1
i,wash,1
i,weed,1
i,weld,1
i,remake,1
he,capture,1
i,wire,1
he,campaign,1
he,butcher,1
i,worry,1
he,choose,1
i,tutor,1
he,claim,1
he,classify,1
i,survive,1
he,crack,1
i,suspend,1
i,sweat,1
he,count,1
he,cook,1
he,convince,1
he,convict,1
i,target,1
i,tear,1
he,contract,1
he,continue,1
he,contemplate,1
i,testify,1
he,conceive,1
he,compose,1
he,complete,1
he,commit,1
i,tint,1
i,toast,1
he,combine,1
i,transfer,1
he,collect,1
i,trap,1
i,trigger,1
i,trim,1
i,troll,1
i,wrap,1
i,wreck,1
i,wrestle,1
she,care,1
she,chase,1
she,chew,1
she,choke,1
she,claim,1
she,collect,1
she,command,1
she,complete,1
she,console,1
she,consume,1
she,contact,1
she,contain,1
she,cough,1
she,decode,1
she,decry,1
she,design,1
she,disappear,1
she,distract,1
she,disturb,1
she,drown,1
she,dry,1
she,dump,1
he,bear,1
she,educate,1
she,emanate,1
she,enlighten,1
she,expect,1
she,explore,1
she,change,1
she,capitulate,1
he,bust,1
he,bewail,1
i,xerox,1
i,yield,1
i,’d,1
i,’m,1
she,accept,1
she,accomplish,1
she,achieve,1
she,acquire,1
she,admonish,1
she,affect,1
she,age,1
she,allow,1
she,animate,1
she,approach,1
she,aspire,1
she,assault,1
she,assume,1
she,attack,1
she,bed,1
he,bother,1
she,blame,1
he,block,1
she,break,1
she,breathe,1
he,bleed,1
he,blame,1
she,buy,1
he,elect,1
i,oblige,1
i,release,1
i,cringe,1
i,cobble,1
i,code,1
he,record,1
i,color,1
he,recommend,1
i,comfort,1
i,comment,1
i,commission,1
i,communicate,1
i,compel,1
i,compile,1
i,compress,1
i,con,1
i,concentrate,1
i,condemn,1
i,confound,1
i,consult,1
i,consume,1
i,contain,1
i,contemplate,1
i,contradict,1
i,convert,1
he,recast,1
he,ratify,1
i,coordinate,1
i,copy,1
i,corrupt,1
he,raise,1
i,crave,1
i,coax,1
i,coach,1
i,co,1
i,center,1
i,brush,1
i,buff,1
he,repeat,1
i,bump,1
i,bury,1
i,bust,1
he,repaint,1
he,rent,1
i,campaign,1
i,cancel,1
he,remember,1
i,carve,1
i,cause,1
i,chair,1
he,redesign,1
he,reject,1
he,reinvent,1
i,characterize,1
i,charge,1
i,chat,1
he,regurgitate,1
i,checkerboard,1
he,regulate,1
i,chop,1
i,circle,1
i,circulate,1
i,clean,1
i,clip,1
he,puzzle,1
i,crop,1
i,bribe,1
i,cross,1
i,distil,1
i,distribute,1
i,document,1
i,doled,1
i,domesticate,1
i,doubt,1
he,predict,1
he,pray,1
i,drift,1
he,plot,1
he,pledge,1
i,duplicate,1
i,dwell,1
he,plan,1
i,echo,1
i,embark,1
i,embed,1
he,pinch,1
i,emit,1
i,emulate,1
i,enchant,1
i,encode,1
he,pilot,1
he,photograph,1
i,endeavor,1
i,endorse,1
i,engage,1
i,engineer,1
i,enlist,1
i,display,1
i,dismantle,1
he,pretend,1
i,decorate,1
i,cruise,1
i,cue,1
i,cultivate,1
i,curl,1
i,curse,1
i,cuss,1
i,dabble,1
i,dance,1
i,deceive,1
he,pump,1
i,declare,1
i,decline,1
i,deconstruct,1
i,deflate,1
i,discontinue,1
i,degrade,1
he,provide,1
he,project,1
i,determine,1
i,devastate,1
he,produce,1
i,devise,1
i,dice,1
i,dictate,1
he,prevent,1
i,discard,1
i,discharge,1
i,discipline,1
he,reply,1
he,require,1
i,relax,1
he,sink,1
he,translate,1
he,transport,1
he,travel,1
he,traverse,1
he,sound,1
he,solve,1
he,sober,1
he,unscrew,1
he,upset,1
he,urinate,1
he,smite,1
he,volunteer,1
he,wad,1
he,wag,1
he,wander,1
he,smell,1
he,warn,1
he,wave,1
he,slip,1
he,weigh,1
he,wet,1
he,whip,1
he,whisper,1
he,slap,1
he,wipe,1
he,wish,1
he,withdraw,1
he,word,1
he,skin,1
he,trade,1
he,track,1
he,tow,1
he,surround,1
he,strangle,1
he,stream,1
he,struggle,1
he,study,1
he,stuff,1
he,succeed,1
he,suggest,1
he,supplement,1
he,support,1
he,suppose,1
he,surf,1
he,surprise,1
he,surrender,1
he,survive,1
he,tour,1
he,synthesize,1
he,stay,1
he,taste,1
he,stand,1
he,tear,1
he,spoil,1
he,terrorize,1
he,test,1
he,texts,1
he,theorize,1
he,spell,1
he,title,1
he,sow,1
he,worry,1
he,yell,1
i,bow,1
he,zip,1
i,arrest,1
i,ascribe,1
he,rope,1
i,attack,1
he,rob,1
i,attribute,1
i,audit,1
i,automate,1
i,average,1
i,backpack,1
he,ring,1
i,bathe,1
i,batter,1
i,bawl,1
he,rework,1
he,return,1
i,beautify,1
he,retake,1
i,befriend,1
he,restore,1
he,restart,1
i,bend,1
i,bequeath,1
i,bestraddled,1
he,resemble,1
i,bid,1
i,blend,1
i,blind,1
he,rescue,1
he,rotate,1
i,arraign,1
he,ruin,1
he,seal,1
he,’s,1
i,'d,1
he,shove,1
i,abide,1
i,absorb,1
i,abstract,1
he,shape,1
i,accomplish,1
i,account,1
i,adapt,1
i,adjust,1
he,seek,1
i,advise,1
i,agonize,1
i,appropriate,1
i,agree,1
he,scrub,1
i,alienate,1
he,scribble,1
i,allude,1
i,amplify,1
i,analyze,1
he,scold,1
i,appeal,1
i,appear,1
i,applaud,1
he,salivate,1
he,sacrifice,1
i,enrol,1
he,persuade,1
i,entitle,1
i,pace,1
i,mimic,1
i,mind,1
he,hat,1
i,misunderstand,1
he,harness,1
i,mock,1
i,morph,1
i,mount,1
i,mow,1
he,guide,1
i,navigate,1
he,grow,1
i,netra,1
he,grant,1
he,stick,1
he,gather,1
i,obtain,1
he,gamble,1
i,offset,1
he,futzes,1
i,operate,1
i,oppose,1
i,optimize,1
i,outline,1
i,overcome,1
i,overpower,1
i,overrun,1
i,oversold,1
i,owe,1
i,metaprocrastinated,1
i,mesmerize,1
i,memorialize,1
i,loop,1
he,inflict,1
he,induce,1
i,lecture,1
i,lessen,1
he,increase,1
i,license,1
i,lick,1
he,incorporate,1
i,link,1
he,impersonate,1
he,imbed,1
i,load,1
i,loathe,1
he,hurt,1
i,melt,1
he,hunt,1
i,lump,1
i,mail,1
he,humor,1
he,hug,1
i,manufacture,1
i,maria,1
i,market,1
he,hop,1
i,massage,1
i,match,1
i,mature,1
he,hook,1
he,function,1
i,pack,1
i,entrance,1
i,package,1
i,prompt,1
he,fail,1
he,extract,1
i,pump,1
he,extend,1
he,expose,1
i,race,1
he,excite,1
i,rationalize,1
i,react,1
he,enjoy,1
i,rear,1
i,rearrange,1
i,reassure,1
he,engage,1
i,recharge,1
i,recite,1
he,encourage,1
i,recover,1
i,redesign,1
i,rediscover,1
i,reduce,1
i,reference,1
i,reflect,1
i,regain,1
i,regress,1
i,reheat,1
i,reinvent,1
he,email,1
he,faint,1
i,pretend,1
i,presuppose,1
i,pester,1
he,free,1
i,pair,1
i,palm,1
i,panic,1
i,pant,1
i,part,1
i,party,1
he,forget,1
i,patent,1
he,force,1
i,peddle,1
i,peek,1
i,peel,1
he,follow,1
he,fax,1
he,fold,1
i,picture,1
i,pinch,1
he,focus,1
he,float,1
he,flick,1
i,plot,1
i,portray,1
i,position,1
he,filter,1
i,pre,1
he,film,1
he,fill,1
he,influence,1
he,injure,1
i,labor,1
i,label,1
he,absolve,1
he,obtain,1
i,float,1
i,fold,1
he,note,1
i,forbear,1
he,not,1
i,forge,1
he,nod,1
he,nail,1
i,fork,1
he,n't,1
i,fracked,1
i,frame,1
i,freak,1
i,frighten,1
i,frustrate,1
i,fumble,1
i,fuse,1
he,mumble,1
i,gaze,1
i,georges,1
i,gift,1
he,mount,1
i,glance,1
i,glimpse,1
i,glorify,1
i,glue,1
he,monitor,1
i,flatter,1
i,flatten,1
i,flash,1
i,explode,1
i,equal,1
i,equate,1
i,eradicate,1
i,erase,1
i,escape,1
i,estimate,1
i,examine,1
i,exceed,1
i,exchange,1
i,exile,1
i,exit,1
he,personify,1
he,perplex,1
he,peel,1
he,occupy,1
i,export,1
he,pedal,1
i,express,1
i,extend,1
i,extract,1
i,fade,1
he,pause,1
i,feed,1
he,patent,1
he,paste,1
i,file,1
he,overpower,1
he,orchestrate,1
i,google,1
i,govern,1
he,model,1
he,join,1
i,inherit,1
i,inhibit,1
i,inject,1
i,inoculate,1
i,input,1
i,insert,1
he,knock,1
he,kiss,1
i,instill,1
he,kick,1
i,interpret,1
i,interrupt,1
i,intrigue,1
i,invest,1
i,incorporate,1
he,involve,1
i,issue,1
i,jack,1
i,joke,1
i,juggle,1
he,interview,1
he,interpret,1
i,kickstart,1
i,kid,1
i,kiss,1
i,knight,1
he,instal,1
he,inspire,1
i,inform,1
i,improvise,1
he,mix,1
i,hesitate,1
i,graph,1
i,greet,1
i,grind,1
he,migrate,1
he,match,1
i,hack,1
i,harass,1
i,hasten,1
he,marry,1
he,maintain,1
i,heart,1
he,loan,1
i,hem,1
i,hike,1
i,impart,1
i,hint,1
he,lend,1
i,hitch,1
i,holler,1
i,hook,1
i,hoover,1
i,horse,1
i,hose,1
i,host,1
i,humble,1
i,hypnotize,1
he,launch,1
i,immerse,1
i,flee,1
