,speaker_gender,subject,verb,term_freq,doc_freq,tfidf
823,man,i,regain,1,1,0.15254699576300085
827,man,she,solve,1,1,0.15254699576300085
831,man,he,control,2,1,0.3050939915260017
832,man,she,spend,1,1,0.15254699576300085
836,man,i,risk,1,1,0.15254699576300085
839,man,i,resist,1,1,0.15254699576300085
847,man,i,respect,1,1,0.15254699576300085
848,man,he,accomplish,1,1,0.15254699576300085
849,man,i,resent,1,1,0.15254699576300085
853,man,he,deal,1,1,0.15254699576300085
855,man,he,accuse,1,1,0.15254699576300085
856,man,i,require,1,1,0.15254699576300085
858,man,she,talk,1,1,0.15254699576300085
859,man,she,understand,1,1,0.15254699576300085
860,man,she,tend,1,1,0.15254699576300085
862,man,he,cook,1,1,0.15254699576300085
863,man,i,ruin,1,1,0.15254699576300085
866,man,she,train,1,1,0.15254699576300085
867,man,he,cut,1,1,0.15254699576300085
868,man,she,touch,1,1,0.15254699576300085
871,man,he,date,1,1,0.15254699576300085
875,man,she,translate,1,1,0.15254699576300085
879,man,i,rush,1,1,0.15254699576300085
883,man,she,trust,1,1,0.15254699576300085
888,man,i,sense,1,1,0.15254699576300085
889,man,i,separate,1,1,0.15254699576300085
893,man,he,dedicate,1,1,0.15254699576300085
895,man,she,step,1,1,0.15254699576300085
896,man,i,sew,1,1,0.15254699576300085
899,man,he,count,1,1,0.15254699576300085
903,man,i,shed,1,1,0.15254699576300085
906,man,she,walk,1,1,0.15254699576300085
917,man,he,accompany,1,1,0.15254699576300085
924,man,he,cross,1,1,0.15254699576300085
927,man,she,suppose,2,1,0.3050939915260017
928,man,she,suggest,1,1,0.15254699576300085
929,man,i,seize,1,1,0.15254699576300085
930,man,i,select,1,1,0.15254699576300085
931,man,she,invent,2,1,0.3050939915260017
934,man,she,change,1,1,0.15254699576300085
936,man,she,miss,1,1,0.15254699576300085
937,man,she,blame,1,1,0.15254699576300085
938,man,she,mind,1,1,0.15254699576300085
939,man,she,break,1,1,0.15254699576300085
940,man,she,breathe,1,1,0.15254699576300085
942,man,she,buy,1,1,0.15254699576300085
945,man,she,care,1,1,0.15254699576300085
947,man,she,chase,1,1,0.15254699576300085
952,man,she,collect,1,1,0.15254699576300085
955,man,she,complete,1,1,0.15254699576300085
959,man,she,contact,1,1,0.15254699576300085
960,man,she,manage,1,1,0.15254699576300085
963,man,i,wipe,1,1,0.15254699576300085
964,man,i,yell,1,1,0.15254699576300085
965,man,i,wire,1,1,0.15254699576300085
966,man,he,bear,1,1,0.15254699576300085
971,man,i,wrap,1,1,0.15254699576300085
974,man,she,open,1,1,0.15254699576300085
978,man,she,approach,1,1,0.15254699576300085
979,man,she,'s,1,1,0.15254699576300085
980,man,she,accept,1,1,0.15254699576300085
981,man,she,accomplish,1,1,0.15254699576300085
982,man,she,achieve,1,1,0.15254699576300085
983,man,she,acknowledge,2,1,0.3050939915260017
987,man,she,notice,1,1,0.15254699576300085
989,man,she,allow,1,1,0.15254699576300085
990,man,she,animate,1,1,0.15254699576300085
991,man,she,contain,1,1,0.15254699576300085
992,man,she,cook,2,1,0.3050939915260017
994,man,she,grab,1,1,0.15254699576300085
995,man,he,attend,1,1,0.15254699576300085
996,man,she,flip,1,1,0.15254699576300085
999,man,she,kill,1,1,0.15254699576300085
1002,man,she,found,1,1,0.15254699576300085
1003,man,she,fund,1,1,0.15254699576300085
1005,man,he,assure,1,1,0.15254699576300085
1006,man,he,assume,1,1,0.15254699576300085
1007,man,she,graduate,1,1,0.15254699576300085
1008,man,she,cut,1,1,0.15254699576300085
1011,man,she,hand,2,1,0.3050939915260017
1012,man,she,hat,2,1,0.3050939915260017
1013,man,he,assemble,1,1,0.15254699576300085
1014,man,she,hear,1,1,0.15254699576300085
1016,man,she,hit,1,1,0.15254699576300085
1017,man,she,ignore,1,1,0.15254699576300085
1018,man,she,imitate,1,1,0.15254699576300085
1020,man,she,inject,1,1,0.15254699576300085
1022,man,she,launch,1,1,0.15254699576300085
1023,man,she,lay,1,1,0.15254699576300085
1024,man,she,fell,1,1,0.15254699576300085
1028,man,she,design,1,1,0.15254699576300085
1030,man,she,discover,1,1,0.15254699576300085
1031,man,he,apply,1,1,0.15254699576300085
1034,man,he,avoid,1,1,0.15254699576300085
1037,man,she,lift,1,1,0.15254699576300085
1039,man,she,dump,1,1,0.15254699576300085
1040,man,she,let,1,1,0.15254699576300085
1044,man,he,arrest,1,1,0.15254699576300085
1045,man,she,expect,1,1,0.15254699576300085
1046,man,she,explore,1,1,0.15254699576300085
1047,man,she,learn,1,1,0.15254699576300085
1048,man,she,lean,1,1,0.15254699576300085
1049,man,she,face,1,1,0.15254699576300085
1050,man,she,paint,1,1,0.15254699576300085
1053,man,she,save,2,1,0.3050939915260017
1054,man,i,suck,1,1,0.15254699576300085
1063,man,i,survive,1,1,0.15254699576300085
1071,man,she,roll,1,1,0.15254699576300085
1072,man,she,risk,1,1,0.15254699576300085
1074,man,he,choose,1,1,0.15254699576300085
1077,man,i,tear,1,1,0.15254699576300085
1083,man,she,select,1,1,0.15254699576300085
1088,man,she,shake,1,1,0.15254699576300085
1090,man,he,compose,1,1,0.15254699576300085
1092,man,he,complete,1,1,0.15254699576300085
1094,man,she,serve,1,1,0.15254699576300085
1096,man,he,commit,1,1,0.15254699576300085
1098,man,he,combine,1,1,0.15254699576300085
1104,man,he,collect,1,1,0.15254699576300085
1105,man,she,seek,1,1,0.15254699576300085
1109,man,he,allow,1,1,0.15254699576300085
1118,man,she,push,1,1,0.15254699576300085
1120,man,she,purchase,1,1,0.15254699576300085
1125,man,i,visualize,1,1,0.15254699576300085
1128,man,he,blame,1,1,0.15254699576300085
1129,man,she,program,1,1,0.15254699576300085
1134,man,she,plan,2,1,0.3050939915260017
1135,man,she,perform,1,1,0.15254699576300085
1136,man,she,pay,1,1,0.15254699576300085
1138,man,she,pass,1,1,0.15254699576300085
1141,man,she,re,1,1,0.15254699576300085
1144,man,she,replace,1,1,0.15254699576300085
1145,man,he,channel,1,1,0.15254699576300085
1146,man,he,challenge,1,1,0.15254699576300085
1148,man,she,remember,1,1,0.15254699576300085
1152,man,i,toss,2,1,0.3050939915260017
1158,man,i,transform,1,1,0.15254699576300085
1160,man,i,transmit,2,1,0.3050939915260017
1162,man,she,recognize,1,1,0.15254699576300085
1166,man,he,capture,1,1,0.15254699576300085
1168,man,she,receive,1,1,0.15254699576300085
1169,man,he,bind,1,1,0.15254699576300085
1171,man,i,reassure,1,1,0.15254699576300085
1172,man,i,bid,1,1,0.15254699576300085
1179,man,he,notice,1,1,0.15254699576300085
1180,man,i,accomplish,1,1,0.15254699576300085
1183,man,i,bend,1,1,0.15254699576300085
1189,man,i,brush,1,1,0.15254699576300085
1191,man,he,n't,1,1,0.15254699576300085
1193,man,i,bury,1,1,0.15254699576300085
1194,man,i,bust,1,1,0.15254699576300085
1198,man,i,cancel,1,1,0.15254699576300085
1200,man,i,carve,1,1,0.15254699576300085
1201,man,he,mount,1,1,0.15254699576300085
1209,man,he,pause,1,1,0.15254699576300085
1210,man,i,advise,1,1,0.15254699576300085
1218,man,he,paste,1,1,0.15254699576300085
1220,man,i,appear,1,1,0.15254699576300085
1225,man,i,arrest,1,1,0.15254699576300085
1229,man,i,assume,1,1,0.15254699576300085
1231,man,i,attach,2,1,0.3050939915260017
1240,man,i,channel,1,1,0.15254699576300085
1243,man,he,marry,1,1,0.15254699576300085
1247,man,i,copy,1,1,0.15254699576300085
1249,man,he,maintain,1,1,0.15254699576300085
1254,man,i,cross,1,1,0.15254699576300085
1263,man,i,deceive,1,1,0.15254699576300085
1265,man,i,declare,1,1,0.15254699576300085
1272,man,i,contain,1,1,0.15254699576300085
1273,man,he,master,1,1,0.15254699576300085
1280,man,he,model,1,1,0.15254699576300085
1286,man,he,mix,1,1,0.15254699576300085
1289,man,i,coach,1,1,0.15254699576300085
1291,man,i,confront,1,1,0.15254699576300085
1292,man,i,coin,2,1,0.3050939915260017
1293,man,i,color,1,1,0.15254699576300085
1294,man,he,match,1,1,0.15254699576300085
1296,man,i,commission,1,1,0.15254699576300085
1297,man,i,communicate,1,1,0.15254699576300085
1302,man,i,concentrate,1,1,0.15254699576300085
1309,man,he,shove,1,1,0.15254699576300085
1311,man,he,produce,1,1,0.15254699576300085
1313,man,he,sing,1,1,0.15254699576300085
1315,man,he,project,1,1,0.15254699576300085
1316,man,he,shape,1,1,0.15254699576300085
1318,man,he,provide,1,1,0.15254699576300085
1319,man,he,seek,1,1,0.15254699576300085
1336,man,he,stand,1,1,0.15254699576300085
1337,man,he,pretend,1,1,0.15254699576300085
1338,man,he,stay,1,1,0.15254699576300085
1339,man,he,stick,1,1,0.15254699576300085
1344,man,he,repeat,1,1,0.15254699576300085
1345,man,he,recall,1,1,0.15254699576300085
1347,man,he,recommend,1,1,0.15254699576300085
1348,man,he,record,1,1,0.15254699576300085
1354,man,he,reject,1,1,0.15254699576300085
1355,man,he,remember,1,1,0.15254699576300085
1356,man,he,remove,2,1,0.3050939915260017
1357,man,he,rent,1,1,0.15254699576300085
1362,man,he,require,1,1,0.15254699576300085
1364,man,he,resemble,1,1,0.15254699576300085
1365,man,he,restart,1,1,0.15254699576300085
1371,man,he,roll,2,1,0.3050939915260017
1374,man,he,ruin,1,1,0.15254699576300085
1375,man,he,press,1,1,0.15254699576300085
1388,man,he,warn,1,1,0.15254699576300085
1389,man,he,wave,1,1,0.15254699576300085
1390,man,he,photograph,1,1,0.15254699576300085
1393,man,he,whisper,1,1,0.15254699576300085
1395,man,he,wipe,1,1,0.15254699576300085
1396,man,he,wish,1,1,0.15254699576300085
1401,man,he,yell,1,1,0.15254699576300085
1406,man,he,perform,2,1,0.3050939915260017
1408,man,i,absorb,1,1,0.15254699576300085
1409,man,he,plan,1,1,0.15254699576300085
1410,man,he,plot,1,1,0.15254699576300085
1411,man,he,struggle,1,1,0.15254699576300085
1413,man,he,study,1,1,0.15254699576300085
1415,man,he,succeed,1,1,0.15254699576300085
1417,man,he,support,1,1,0.15254699576300085
1418,man,he,suppose,1,1,0.15254699576300085
1420,man,he,surprise,1,1,0.15254699576300085
1423,man,he,survive,1,1,0.15254699576300085
1426,man,he,predict,1,1,0.15254699576300085
1427,man,he,pray,1,1,0.15254699576300085
1429,man,he,tear,1,1,0.15254699576300085
1430,man,he,practice,3,1,0.4576409872890026
1436,man,he,title,1,1,0.15254699576300085
1438,man,he,track,1,1,0.15254699576300085
1439,man,he,trade,1,1,0.15254699576300085
1440,man,he,translate,1,1,0.15254699576300085
1442,man,he,travel,1,1,0.15254699576300085
1443,man,i,determine,1,1,0.15254699576300085
1444,man,i,devise,1,1,0.15254699576300085
1446,man,he,fail,1,1,0.15254699576300085
1447,man,he,raise,1,1,0.15254699576300085
1454,man,i,inherit,1,1,0.15254699576300085
1456,man,i,long,1,1,0.15254699576300085
1459,man,he,fake,2,1,0.3050939915260017
1460,man,i,link,1,1,0.15254699576300085
1464,man,he,expose,1,1,0.15254699576300085
1466,man,i,match,1,1,0.15254699576300085
1471,man,i,mentor,2,1,0.3050939915260017
1476,man,he,envision,1,1,0.15254699576300085
1477,man,i,mock,1,1,0.15254699576300085
1484,man,i,insert,1,1,0.15254699576300085
1488,man,i,interpret,1,1,0.15254699576300085
1491,man,he,fly,1,1,0.15254699576300085
1495,man,i,issue,1,1,0.15254699576300085
1499,man,i,judge,1,1,0.15254699576300085
1508,man,he,film,1,1,0.15254699576300085
1510,man,he,fill,1,1,0.15254699576300085
1513,man,i,mount,1,1,0.15254699576300085
1515,man,he,document,1,1,0.15254699576300085
1518,man,he,drop,1,1,0.15254699576300085
1519,man,i,picture,1,1,0.15254699576300085
1521,man,he,dream,1,1,0.15254699576300085
1523,man,i,plot,1,1,0.15254699576300085
1524,man,i,portray,1,1,0.15254699576300085
1526,man,he,drag,1,1,0.15254699576300085
1527,man,he,download,1,1,0.15254699576300085
1528,man,he,doubt,1,1,0.15254699576300085
1532,man,i,pretend,1,1,0.15254699576300085
1533,man,he,divide,1,1,0.15254699576300085
1538,man,he,discourage,1,1,0.15254699576300085
1541,man,he,devise,1,1,0.15254699576300085
1546,man,i,perceive,3,1,0.4576409872890026
1548,man,he,entertain,1,1,0.15254699576300085
1551,man,he,enjoy,1,1,0.15254699576300085
1556,man,he,encourage,1,1,0.15254699576300085
1562,man,he,email,1,1,0.15254699576300085
1568,man,i,owe,1,1,0.15254699576300085
1569,man,he,elect,1,1,0.15254699576300085
1574,man,i,panic,1,1,0.15254699576300085
1577,man,he,earn,1,1,0.15254699576300085
1580,man,i,inject,1,1,0.15254699576300085
1582,man,i,dial,4,1,0.6101879830520034
1583,man,i,entrance,1,1,0.15254699576300085
1585,man,i,examine,1,1,0.15254699576300085
1586,man,i,escape,1,1,0.15254699576300085
1591,man,i,improvise,1,1,0.15254699576300085
1592,man,he,interview,1,1,0.15254699576300085
1595,man,i,engineer,1,1,0.15254699576300085
1596,man,i,engage,1,1,0.15254699576300085
1602,man,he,interpret,1,1,0.15254699576300085
1603,man,he,instal,1,1,0.15254699576300085
1604,man,he,inspire,1,1,0.15254699576300085
1606,man,i,express,1,1,0.15254699576300085
1611,man,he,influence,1,1,0.15254699576300085
1615,man,he,issue,2,1,0.3050939915260017
1616,man,he,join,1,1,0.15254699576300085
1618,man,i,document,1,1,0.15254699576300085
1621,man,he,launch,1,1,0.15254699576300085
1626,man,he,laugh,1,1,0.15254699576300085
1627,man,i,discuss,1,1,0.15254699576300085
1628,man,i,dislike,1,1,0.15254699576300085
1632,man,i,distribute,1,1,0.15254699576300085
1635,man,i,domesticate,1,1,0.15254699576300085
1636,man,he,knock,1,1,0.15254699576300085
1639,man,he,kick,1,1,0.15254699576300085
1650,man,he,include,3,1,0.4576409872890026
1655,man,he,hang,1,1,0.15254699576300085
1659,man,i,hasten,1,1,0.15254699576300085
1660,man,he,grow,1,1,0.15254699576300085
1661,man,he,grant,1,1,0.15254699576300085
1662,man,he,gather,1,1,0.15254699576300085
1668,man,he,hat,1,1,0.15254699576300085
1677,man,i,hunch,2,1,0.3050939915260017
1679,man,he,forget,1,1,0.15254699576300085
1680,man,he,force,1,1,0.15254699576300085
1681,man,i,immerse,1,1,0.15254699576300085
1684,man,i,govern,1,1,0.15254699576300085
1685,man,he,improvise,2,1,0.3050939915260017
1687,man,he,impersonate,1,1,0.15254699576300085
1700,man,he,hug,1,1,0.15254699576300085
1701,man,he,hop,1,1,0.15254699576300085
1704,man,i,frame,1,1,0.15254699576300085
23,woman,i,spend,49,41,26.867537879421693
25,woman,i,meet,58,39,30.953595624897996
28,woman,i,learn,48,38,25.266507604746554
29,woman,i,remember,49,37,25.43583057148354
31,woman,i,decide,39,34,19.393589870253265
33,woman,i,hear,51,31,24.247068355220804
34,woman,i,begin,39,30,18.257256951720798
36,woman,i,bring,30,26,13.162295278957613
37,woman,i,leave,30,25,12.939632410307706
38,woman,i,mean,36,25,15.527558892369246
39,woman,i,read,38,25,16.390201053056426
40,woman,i,keep,32,24,13.563457528244628
45,woman,i,realize,24,21,9.627682169169754
46,woman,i,lose,27,20,10.623221129597622
47,woman,i,work,21,20,8.262505323020372
48,woman,i,watch,23,19,8.87039291858668
49,woman,i,study,25,19,9.64173143324639
51,woman,i,look,21,19,8.099054403926967
52,woman,i,understand,26,19,10.027400690576245
53,woman,i,come,22,18,8.311413525571364
55,woman,i,play,25,18,9.444788097240187
56,woman,i,believe,22,17,8.135730844425167
57,woman,i,hope,21,17,7.7659248969512955
59,woman,i,feel,24,17,8.87534273937291
61,woman,i,pick,18,15,6.362033497039577
62,woman,i,create,22,15,7.775818718603928
63,woman,i,discover,20,15,7.068926107821753
64,woman,i,felt,25,15,8.83615763477719
65,woman,i,walk,17,15,6.008587191648489
66,woman,i,turn,17,14,5.86555404026753
67,woman,i,sit,16,14,5.520521449663558
71,woman,i,set,15,13,5.046452749699762
72,woman,i,thank,34,13,11.438626232652794
73,woman,i,help,14,12,4.586513344648016
74,woman,i,choose,16,12,5.241729536740589
77,woman,i,send,13,12,4.258905248601729
78,woman,i,run,16,12,5.241729536740589
79,woman,i,wear,14,12,4.586513344648016
80,woman,i,hate,11,11,3.5038107191289414
81,woman,i,stand,12,11,3.8223389663224814
82,woman,i,stop,12,11,3.8223389663224814
83,woman,i,imagine,11,11,3.5038107191289414
90,woman,i,win,18,10,5.5645736443934
91,woman,i,join,12,10,3.709715762928933
92,woman,i,invite,12,10,3.709715762928933
93,woman,i,share,12,9,3.5926963827171012
94,woman,i,hold,10,9,2.993913652264251
95,woman,i,forget,10,9,2.993913652264251
96,woman,i,be,9,9,2.694522287037826
98,woman,i,miss,12,9,3.5926963827171012
101,woman,i,open,8,8,2.3135477689570023
103,woman,i,buy,11,8,3.181128182315878
104,woman,i,change,10,8,2.891934711196253
106,woman,i,teach,10,8,2.891934711196253
108,woman,i,suppose,9,8,2.602741240076628
109,woman,i,design,9,8,2.602741240076628
110,woman,i,enjoy,8,8,2.3135477689570023
111,woman,i,gon,16,8,4.627095537914005
112,woman,i,live,7,7,1.9490875402289876
113,woman,i,promise,7,7,1.9490875402289876
114,woman,i,pull,7,7,1.9490875402289876
115,woman,i,pay,7,7,1.9490875402289876
116,woman,i,answer,9,7,2.505969694580127
117,woman,i,wait,8,7,2.227528617404557
118,woman,i,assure,7,7,1.9490875402289876
119,woman,i,accept,7,7,1.9490875402289876
120,woman,i,talk,7,7,1.9490875402289876
122,woman,i,end,7,7,1.9490875402289876
123,woman,i,throw,8,7,2.227528617404557
124,woman,he,look,7,7,1.9490875402289876
127,woman,she,look,6,6,1.6018903169519951
128,woman,she,leave,6,6,1.6018903169519951
129,woman,i,continue,6,6,1.6018903169519951
131,woman,i,describe,9,6,2.402835475427993
133,woman,i,add,10,6,2.669817194919992
134,woman,i,'s,7,6,1.8688720364439944
136,woman,i,finish,6,6,1.6018903169519951
137,woman,i,move,6,6,1.6018903169519951
138,woman,i,speak,7,6,1.8688720364439944
140,woman,i,train,6,6,1.6018903169519951
141,woman,i,encounter,6,6,1.6018903169519951
142,woman,i,visit,7,6,1.8688720364439944
143,woman,i,wish,9,6,2.402835475427993
144,woman,i,receive,7,6,1.8688720364439944
145,woman,i,follow,7,6,1.8688720364439944
146,woman,i,interview,8,6,2.135853755935994
147,woman,she,bring,9,6,2.402835475427993
149,woman,i,raise,6,6,1.6018903169519951
150,woman,i,offer,6,6,1.6018903169519951
151,woman,i,name,7,5,1.7821244167580859
152,woman,i,appreciate,6,5,1.5275352143640737
153,woman,i,mention,8,5,2.0367136191520983
155,woman,he,turn,6,5,1.5275352143640737
156,woman,i,record,5,5,1.2729460119700613
157,woman,i,notice,5,5,1.2729460119700613
158,woman,i,push,5,5,1.2729460119700613
159,woman,i,draw,7,5,1.7821244167580859
160,woman,i,blame,9,5,2.2913028215461106
161,woman,she,save,6,5,1.5275352143640737
162,woman,i,inspire,5,5,1.2729460119700613
163,woman,i,blow,7,5,1.7821244167580859
164,woman,i,found,6,5,1.5275352143640737
165,woman,i,carry,7,5,1.7821244167580859
167,woman,i,figure,6,5,1.5275352143640737
168,woman,i,convince,5,5,1.2729460119700613
170,woman,i,explore,5,5,1.2729460119700613
171,woman,i,experience,7,5,1.7821244167580859
172,woman,i,develop,5,5,1.2729460119700613
173,woman,i,expect,6,5,1.5275352143640737
174,woman,i,prefer,5,5,1.2729460119700613
176,woman,he,learn,5,5,1.2729460119700613
179,woman,he,kill,6,5,1.5275352143640737
180,woman,he,win,5,4,1.2045174494456143
181,woman,i,happen,5,4,1.2045174494456143
182,woman,i,hit,5,4,1.2045174494456143
183,woman,he,live,4,4,0.9636139595564915
184,woman,i,break,4,4,0.9636139595564915
185,woman,he,wear,4,4,0.9636139595564915
186,woman,he,create,4,4,0.9636139595564915
187,woman,she,change,4,4,0.9636139595564915
188,woman,i,lead,5,4,1.2045174494456143
189,woman,she,teach,4,4,0.9636139595564915
190,woman,i,manage,5,4,1.2045174494456143
191,woman,i,trust,5,4,1.2045174494456143
192,woman,i,grow,5,4,1.2045174494456143
193,woman,i,fell,4,4,0.9636139595564915
194,woman,i,track,4,4,0.9636139595564915
195,woman,i,fascinate,4,4,0.9636139595564915
196,woman,i,fail,5,4,1.2045174494456143
198,woman,she,come,4,4,0.9636139595564915
199,woman,i,apply,4,4,0.9636139595564915
200,woman,i,eat,4,4,0.9636139595564915
201,woman,i,drive,6,4,1.4454209393347373
202,woman,i,devote,4,4,0.9636139595564915
203,woman,he,bring,4,4,0.9636139595564915
204,woman,i,cut,4,4,0.9636139595564915
205,woman,i,cross,4,4,0.9636139595564915
206,woman,she,keep,5,4,1.2045174494456143
207,woman,i,compare,4,4,0.9636139595564915
208,woman,i,travel,4,4,0.9636139595564915
209,woman,i,save,6,4,1.4454209393347373
210,woman,she,pull,4,4,0.9636139595564915
211,woman,he,develop,4,4,0.9636139595564915
212,woman,he,spend,4,4,0.9636139595564915
213,woman,i,present,4,4,0.9636139595564915
214,woman,he,stop,5,4,1.2045174494456143
215,woman,i,photograph,4,4,0.9636139595564915
216,woman,i,perform,4,4,0.9636139595564915
217,woman,he,follow,4,4,0.9636139595564915
218,woman,i,propose,4,4,0.9636139595564915
219,woman,i,suggest,4,4,0.9636139595564915
221,woman,she,turn,4,4,0.9636139595564915
222,woman,i,support,5,4,1.2045174494456143
223,woman,i,tend,4,4,0.9636139595564915
224,woman,i,consider,3,3,0.6758702199940212
225,woman,i,drop,3,3,0.6758702199940212
226,woman,i,build,5,3,1.126450366656702
227,woman,i,strike,3,3,0.6758702199940212
228,woman,i,prepare,3,3,0.6758702199940212
229,woman,he,read,3,3,0.6758702199940212
230,woman,i,stay,3,3,0.6758702199940212
231,woman,i,check,3,3,0.6758702199940212
232,woman,i,explain,3,3,0.6758702199940212
233,woman,she,create,4,3,0.9011602933253616
234,woman,she,open,3,3,0.6758702199940212
235,woman,i,enter,3,3,0.6758702199940212
236,woman,i,encourage,3,3,0.6758702199940212
237,woman,i,coach,3,3,0.6758702199940212
238,woman,i,commission,3,3,0.6758702199940212
239,woman,i,sell,4,3,0.9011602933253616
240,woman,i,count,3,3,0.6758702199940212
241,woman,i,dream,3,3,0.6758702199940212
242,woman,he,pay,3,3,0.6758702199940212
243,woman,i,divide,3,3,0.6758702199940212
244,woman,i,publish,3,3,0.6758702199940212
245,woman,he,play,4,3,0.9011602933253616
246,woman,she,live,4,3,0.9011602933253616
247,woman,i,connect,3,3,0.6758702199940212
248,woman,i,define,3,3,0.6758702199940212
249,woman,she,hold,4,3,0.9011602933253616
250,woman,i,recognize,3,3,0.6758702199940212
251,woman,i,recommend,3,3,0.6758702199940212
252,woman,i,report,3,3,0.6758702199940212
253,woman,he,build,3,3,0.6758702199940212
254,woman,i,transform,3,3,0.6758702199940212
255,woman,i,place,3,3,0.6758702199940212
256,woman,she,buy,3,3,0.6758702199940212
257,woman,he,lead,3,3,0.6758702199940212
259,woman,i,kill,3,3,0.6758702199940212
260,woman,i,owe,3,3,0.6758702199940212
261,woman,i,lay,3,3,0.6758702199940212
262,woman,i,observe,3,3,0.6758702199940212
263,woman,i,let,4,3,0.9011602933253616
264,woman,i,listen,4,3,0.9011602933253616
265,woman,he,keep,4,3,0.9011602933253616
266,woman,he,join,3,3,0.6758702199940212
267,woman,i,not,3,3,0.6758702199940212
268,woman,i,marry,4,3,0.9011602933253616
269,woman,he,hit,3,3,0.6758702199940212
270,woman,i,treat,3,3,0.6758702199940212
271,woman,i,touch,3,3,0.6758702199940212
272,woman,i,wake,3,3,0.6758702199940212
273,woman,i,wash,4,3,0.9011602933253616
274,woman,i,introduce,3,3,0.6758702199940212
275,woman,he,change,4,3,0.9011602933253616
276,woman,i,translate,3,3,0.6758702199940212
277,woman,she,begin,5,3,1.126450366656702
278,woman,i,grab,4,3,0.9011602933253616
279,woman,i,guess,3,3,0.6758702199940212
282,woman,i,wonder,3,3,0.6758702199940212
283,woman,i,paint,3,3,0.6758702199940212
284,woman,i,witness,3,3,0.6758702199940212
285,woman,he,hand,3,3,0.6758702199940212
286,woman,he,choose,3,3,0.6758702199940212
287,woman,i,identify,4,3,0.9011602933253616
288,woman,he,leave,4,3,0.9011602933253616
289,woman,i,waste,3,3,0.6758702199940212
290,woman,he,carry,3,3,0.6758702199940212
291,woman,i,plan,4,3,0.9011602933253616
292,woman,he,run,3,3,0.6758702199940212
295,woman,she,sell,5,3,1.126450366656702
296,woman,i,admire,3,3,0.6758702199940212
297,woman,i,allow,4,3,0.9011602933253616
298,woman,i,become,3,3,0.6758702199940212
300,woman,she,sing,3,3,0.6758702199940212
